Name,ID,Gender,Sem1,Sem2,Sem3,Sem4,Sem5,Sem6,Sem7,Sem8,Result
Student873,ID1873,Male,7,0,0,8,7,9,8,6,Fail
Student874,ID1874,Male,8,7,8,9,6,6,9,8,Pass
Student875,ID1875,Female,9,9,9,6,7,8,9,8,Pass
Student876,ID1876,Female,9,7,8,9,9,6,6,9,Pass
Student877,ID1877,Male,6,7,9,9,6,8,8,8,Pass
Student878,ID1878,Male,8,6,9,7,0,8,8,6,Fail
Student879,ID1879,Male,0,6,6,8,6,9,9,6,Fail
Student880,ID1880,Male,8,6,7,8,7,8,6,7,Pass
Student881,ID1881,Female,6,9,9,0,7,7,7,8,Fail
Student882,ID1882,Female,6,8,7,9,0,7,8,9,Fail
Student883,ID1883,Female,0,8,8,9,6,8,8,9,Fail
Student884,ID1884,Female,7,8,7,6,8,0,7,6,Fail
Student885,ID1885,Male,7,0,9,8,9,0,0,6,Fail
Student886,ID1886,Male,8,7,8,8,8,7,7,9,Pass
Student887,ID1887,Female,7,6,8,8,7,7,8,8,Pass
Student888,ID1888,Male,9,6,6,9,8,9,9,6,Pass
Student889,ID1889,Male,9,8,6,7,8,0,6,8,Fail
Student890,ID1890,Male,8,7,6,7,9,8,6,8,Pass
Student891,ID1891,Female,0,8,9,9,7,0,8,9,Fail
Student892,ID1892,Female,8,6,7,8,7,6,9,9,Pass
Student893,ID1893,Male,6,6,6,6,9,9,8,6,Pass
Student894,ID1894,Male,6,9,8,8,9,6,9,6,Pass
Student895,ID1895,Female,9,8,8,8,9,7,9,9,Pass
Student896,ID1896,Female,7,7,7,7,8,9,7,9,Pass
Student897,ID1897,Female,7,9,8,0,6,6,8,7,Fail
Student898,ID1898,Male,9,7,6,7,6,9,6,8,Pass
Student899,ID1899,Male,0,6,6,0,8,9,7,6,Fail
Student900,ID1900,Male,7,6,6,8,7,0,6,8,Fail
Student901,ID1901,Male,7,9,7,6,9,9,7,6,Pass
Student902,ID1902,Male,8,8,8,6,8,8,9,6,Pass
Student903,ID1903,Female,7,9,8,9,0,9,6,7,Fail
Student904,ID1904,Male,6,9,6,7,7,6,6,7,Pass
Student905,ID1905,Female,7,7,8,0,9,7,9,7,Fail
Student906,ID1906,Female,9,6,8,9,9,8,8,7,Pass
Student907,ID1907,Female,7,6,7,8,9,7,8,9,Pass
Student908,ID1908,Female,7,6,9,8,7,7,6,6,Pass
Student909,ID1909,Male,8,6,6,7,9,6,9,7,Pass
Student910,ID1910,Male,8,7,7,7,9,7,0,6,Fail
Student911,ID1911,Female,6,9,7,9,9,7,7,9,Pass
Student912,ID1912,Male,6,9,9,8,9,7,9,6,Pass
Student913,ID1913,Male,9,9,9,7,8,7,9,9,Pass
Student914,ID1914,Female,7,8,9,7,9,7,0,7,Fail
Student915,ID1915,Male,7,7,7,7,7,7,6,9,Pass
Student916,ID1916,Female,9,8,7,9,6,7,8,9,Pass
Student917,ID1917,Male,6,7,8,7,6,7,7,6,Pass
Student918,ID1918,Male,6,7,7,6,8,9,8,7,Pass
Student919,ID1919,Male,6,7,7,7,8,6,8,8,Pass
Student920,ID1920,Male,9,9,6,8,9,7,6,9,Pass
Student921,ID1921,Male,7,9,7,7,9,8,6,7,Pass
Student922,ID1922,Male,9,6,7,9,7,9,7,9,Pass
Student923,ID1923,Female,7,6,9,6,6,8,6,7,Pass
Student924,ID1924,Female,8,8,0,8,7,7,6,8,Fail
Student925,ID1925,Male,8,0,6,7,6,7,6,9,Fail
Student926,ID1926,Female,9,6,8,8,9,6,9,9,Pass
Student927,ID1927,Male,6,7,8,7,6,7,7,8,Pass
Student928,ID1928,Female,9,8,0,6,6,7,6,8,Fail
Student929,ID1929,Female,7,6,8,6,8,9,7,8,Pass
Student930,ID1930,Female,6,6,6,9,7,7,9,0,Fail
Student931,ID1931,Female,0,6,9,6,8,6,6,6,Fail
Student932,ID1932,Female,9,7,7,8,8,6,8,0,Fail
Student933,ID1933,Female,7,8,6,7,7,6,7,8,Pass
Student934,ID1934,Male,9,9,6,9,0,6,9,7,Fail
Student935,ID1935,Male,7,6,8,8,6,8,6,6,Pass
Student936,ID1936,Female,9,8,6,9,8,7,9,9,Pass
Student937,ID1937,Female,8,8,6,9,7,6,7,9,Pass
Student938,ID1938,Male,6,8,7,0,9,9,9,8,Fail
Student939,ID1939,Male,8,9,7,9,6,9,6,8,Pass
Student940,ID1940,Male,6,7,7,9,9,6,8,9,Pass
Student941,ID1941,Female,7,6,8,8,8,7,8,8,Pass
Student942,ID1942,Female,6,9,7,0,6,9,8,6,Fail
Student943,ID1943,Female,9,7,8,9,8,8,0,8,Fail
Student944,ID1944,Male,8,9,7,9,6,7,9,0,Fail
Student945,ID1945,Male,9,7,6,7,9,0,9,8,Fail
Student946,ID1946,Female,0,8,7,7,6,7,8,9,Fail
Student947,ID1947,Male,9,8,6,0,6,6,9,6,Fail
Student948,ID1948,Female,8,8,0,6,8,7,0,7,Fail
Student949,ID1949,Female,9,7,6,8,7,6,7,8,Pass
Student950,ID1950,Female,6,7,8,8,9,9,7,9,Pass
Student951,ID1951,Female,9,8,7,8,9,8,8,8,Pass
Student952,ID1952,Male,7,7,9,0,8,9,9,9,Fail
Student953,ID1953,Female,6,8,8,9,7,7,9,9,Pass
Student954,ID1954,Male,7,7,9,7,6,6,6,0,Fail
Student955,ID1955,Male,6,7,7,9,7,8,8,6,Pass
Student956,ID1956,Male,6,8,9,8,6,7,7,0,Fail
Student957,ID1957,Male,7,8,0,6,6,8,9,0,Fail
Student958,ID1958,Female,6,9,9,7,8,8,6,7,Pass
Student959,ID1959,Female,9,8,6,9,7,9,6,8,Pass
Student960,ID1960,Female,6,9,6,9,6,9,7,6,Pass
Student961,ID1961,Female,8,6,9,6,7,7,7,6,Pass
Student962,ID1962,Male,8,7,0,8,7,6,9,8,Fail
Student963,ID1963,Male,6,9,8,9,8,8,9,8,Pass
Student964,ID1964,Male,8,0,6,9,8,7,8,6,Fail
Student965,ID1965,Female,9,0,6,6,6,7,7,6,Fail
Student966,ID1966,Female,0,6,0,7,9,0,9,6,Fail
Student967,ID1967,Male,9,0,9,8,6,0,9,7,Fail
Student968,ID1968,Female,8,8,6,8,9,6,8,9,Pass
Student969,ID1969,Male,6,9,9,9,8,7,9,8,Pass
Student970,ID1970,Female,8,8,8,8,8,9,6,6,Pass
Student971,ID1971,Male,7,8,7,6,7,9,9,7,Pass
Student972,ID1972,Male,8,7,7,6,8,6,0,0,Fail
Student973,ID1973,Female,9,8,9,7,9,8,7,8,Pass
Student974,ID1974,Female,9,7,9,7,9,7,8,9,Pass
Student975,ID1975,Male,0,9,8,7,8,9,6,7,Fail
Student976,ID1976,Female,8,7,7,9,9,9,0,0,Fail
Student977,ID1977,Female,9,7,6,9,7,6,7,8,Pass
Student978,ID1978,Female,6,8,9,7,7,8,6,8,Pass
Student979,ID1979,Male,8,9,7,6,7,6,0,7,Fail
Student980,ID1980,Male,8,8,6,6,6,0,8,9,Fail
Student981,ID1981,Female,9,7,8,7,6,9,9,6,Pass
Student982,ID1982,Female,9,8,0,9,0,9,8,9,Fail
Student983,ID1983,Male,9,6,9,8,8,7,7,6,Pass
Student984,ID1984,Female,6,8,7,9,6,6,8,7,Pass
Student985,ID1985,Female,9,8,7,8,0,7,7,7,Fail
Student986,ID1986,Female,8,7,8,8,8,7,6,6,Pass
Student987,ID1987,Female,9,7,8,9,9,6,7,7,Pass
Student988,ID1988,Male,7,6,6,7,7,9,7,6,Pass
Student989,ID1989,Male,8,0,9,6,6,9,6,7,Fail
Student990,ID1990,Female,8,8,7,7,6,9,8,8,Pass
Student991,ID1991,Female,9,6,8,7,8,7,9,7,Pass
Student992,ID1992,Male,6,8,7,9,6,9,6,8,Pass
Student993,ID1993,Female,6,8,0,8,7,9,8,8,Fail
Student994,ID1994,Female,6,8,7,9,9,8,6,8,Pass
Student995,ID1995,Male,6,6,7,6,7,8,9,8,Pass
Student996,ID1996,Male,7,6,9,7,7,0,8,6,Fail
Student997,ID1997,Male,7,9,9,6,9,8,9,8,Pass
Student998,ID1998,Male,9,7,6,8,8,8,8,0,Fail
Student999,ID1999,Male,9,8,8,0,7,8,9,6,Fail
Student1000,ID01000,Male,8,6,7,6,9,8,7,9,Pass
Student1001,ID01001,Male,0,9,8,9,7,8,7,8,Fail
Student1002,ID01002,Female,8,9,9,8,9,7,6,8,Pass
Student1003,ID01003,Female,9,6,7,7,6,9,8,7,Pass
Student1004,ID01004,Male,8,9,9,9,8,6,8,8,Pass
Student1005,ID01005,Male,0,8,9,7,9,7,7,8,Fail
Student1006,ID01006,Male,9,6,8,9,9,7,9,9,Pass
Student1007,ID01007,Female,8,7,9,6,6,9,7,6,Pass
Student1008,ID01008,Female,9,8,9,7,7,9,9,8,Pass
Student1009,ID01009,Female,8,9,7,8,9,6,6,7,Pass
Student1010,ID01010,Female,7,0,0,6,6,6,0,7,Fail
Student1011,ID01011,Male,9,9,6,8,6,8,6,7,Pass
Student1012,ID01012,Female,0,0,7,6,8,7,7,9,Fail
Student1013,ID01013,Male,9,6,8,9,9,9,9,6,Pass
Student1014,ID01014,Female,8,8,9,7,8,6,9,8,Pass
Student1015,ID01015,Female,8,6,7,9,0,7,8,8,Fail
Student1016,ID01016,Male,8,7,6,6,6,9,9,8,Pass
Student1017,ID01017,Female,6,6,8,8,9,8,8,7,Pass
Student1018,ID01018,Male,6,8,9,6,7,8,7,7,Pass
Student1019,ID01019,Female,6,6,9,0,9,7,8,0,Fail
Student1020,ID01020,Female,8,8,8,6,9,7,8,7,Pass
Student1021,ID01021,Female,6,8,7,7,8,9,8,8,Pass
Student1022,ID01022,Female,6,7,6,8,6,6,8,6,Pass
Student1023,ID01023,Male,9,7,8,9,9,7,8,7,Pass
Student1024,ID01024,Male,8,7,6,9,8,8,9,7,Pass
Student1025,ID01025,Male,9,9,6,6,9,8,8,9,Pass
Student1026,ID01026,Male,9,9,8,8,8,6,6,0,Fail
Student1027,ID01027,Female,0,7,6,6,8,9,9,9,Fail
Student1028,ID01028,Female,9,8,0,6,7,6,9,7,Fail
Student1029,ID01029,Female,7,0,9,6,9,8,8,8,Fail
Student1030,ID01030,Male,7,9,9,6,8,0,7,6,Fail
Student1031,ID01031,Female,9,9,7,7,8,9,9,7,Pass
Student1032,ID01032,Female,8,7,9,6,8,0,8,8,Fail
Student1033,ID01033,Male,8,7,6,7,6,0,9,7,Fail
Student1034,ID01034,Male,7,6,7,0,9,9,7,9,Fail
Student1035,ID01035,Female,9,8,8,8,9,6,8,9,Pass
Student1036,ID01036,Female,6,6,8,6,7,9,9,9,Pass
Student1037,ID01037,Female,8,6,0,8,0,8,6,9,Fail
Student1038,ID01038,Female,7,6,7,7,7,6,9,6,Pass
Student1039,ID01039,Female,0,7,6,6,6,9,0,8,Fail
Student1040,ID01040,Female,0,7,7,9,9,8,7,8,Fail
Student1041,ID01041,Male,8,6,9,0,9,7,9,6,Fail
Student1042,ID01042,Female,8,6,8,7,9,6,9,7,Pass
Student1043,ID01043,Male,9,7,8,9,0,7,0,9,Fail
Student1044,ID01044,Male,9,8,9,7,8,7,8,7,Pass
Student1045,ID01045,Male,0,8,8,7,6,8,7,8,Fail
Student1046,ID01046,Male,8,8,7,9,8,6,6,6,Pass
Student1047,ID01047,Female,8,0,7,8,6,7,9,6,Fail
Student1048,ID01048,Female,8,6,8,7,9,8,7,0,Fail
Student1049,ID01049,Male,6,7,8,8,8,6,7,9,Pass
Student1050,ID01050,Female,6,7,8,7,7,6,8,8,Pass
Student1051,ID01051,Male,9,8,7,6,8,8,6,6,Pass
Student1052,ID01052,Female,7,9,9,7,6,9,8,6,Pass
Student1053,ID01053,Male,7,6,6,9,8,8,8,6,Pass
Student1054,ID01054,Male,9,7,0,8,8,9,8,6,Fail
Student1055,ID01055,Male,7,0,8,7,8,6,9,6,Fail
Student1056,ID01056,Female,0,0,8,6,6,8,9,0,Fail
Student1057,ID01057,Male,7,9,6,0,9,0,0,8,Fail
Student1058,ID01058,Female,9,9,6,7,9,7,6,7,Pass
Student1059,ID01059,Male,8,9,7,9,7,8,9,6,Pass
Student1060,ID01060,Female,9,9,6,7,6,7,6,7,Pass
Student1061,ID01061,Female,9,9,8,9,7,9,6,7,Pass
Student1062,ID01062,Female,9,9,6,6,7,6,9,8,Pass
Student1063,ID01063,Male,6,7,6,8,6,6,8,0,Fail
Student1064,ID01064,Male,8,9,8,9,7,7,6,6,Pass
Student1065,ID01065,Male,6,6,7,9,7,9,7,9,Pass
Student1066,ID01066,Male,6,6,9,0,9,9,0,0,Fail
Student1067,ID01067,Male,7,7,6,6,8,9,8,7,Pass
Student1068,ID01068,Female,8,7,8,6,9,6,9,0,Fail
Student1069,ID01069,Male,6,8,8,6,9,6,7,7,Pass
Student1070,ID01070,Female,7,6,9,8,7,8,9,7,Pass
Student1071,ID01071,Male,7,7,6,8,6,0,7,7,Fail
Student1072,ID01072,Female,6,8,7,9,8,6,8,7,Pass
Student1073,ID01073,Female,8,6,7,6,8,8,7,7,Pass
Student1074,ID01074,Female,9,8,9,9,8,7,9,6,Pass
Student1075,ID01075,Male,6,0,7,9,7,8,6,7,Fail
Student1076,ID01076,Male,6,7,6,6,7,8,9,8,Pass
Student1077,ID01077,Male,8,9,9,6,6,8,8,6,Pass
Student1078,ID01078,Female,6,9,7,9,6,8,0,6,Fail
Student1079,ID01079,Male,8,8,6,7,9,9,9,9,Pass
Student1080,ID01080,Male,7,9,9,6,6,6,8,0,Fail
Student1081,ID01081,Female,6,9,8,9,6,7,0,7,Fail
Student1082,ID01082,Male,6,7,9,9,7,7,8,8,Pass
Student1083,ID01083,Male,6,9,8,8,7,6,7,8,Pass
Student1084,ID01084,Female,7,8,7,9,8,6,6,7,Pass
Student1085,ID01085,Male,8,7,7,8,9,8,8,8,Pass
Student1086,ID01086,Female,7,6,9,7,7,0,9,0,Fail
Student1087,ID01087,Male,9,7,7,8,8,7,9,9,Pass
Student1088,ID01088,Female,9,6,6,6,7,9,8,0,Fail
Student1089,ID01089,Female,9,7,7,7,9,6,8,8,Pass
Student1090,ID01090,Female,9,8,7,6,8,8,6,7,Pass
Student1091,ID01091,Female,8,9,8,9,6,7,9,9,Pass
Student1092,ID01092,Female,8,8,6,7,6,9,8,7,Pass
Student1093,ID01093,Female,8,6,9,9,7,6,6,7,Pass
Student1094,ID01094,Female,9,6,7,0,6,7,9,8,Fail
Student1095,ID01095,Male,7,9,7,9,7,6,7,9,Pass
Student1096,ID01096,Female,9,6,8,9,6,7,9,7,Pass
Student1097,ID01097,Male,9,8,6,9,9,0,8,8,Fail
Student1098,ID01098,Male,9,6,6,8,7,7,6,7,Pass
Student1099,ID01099,Female,7,7,6,7,0,9,6,8,Fail
Student1100,ID01100,Female,9,9,0,6,6,9,0,9,Fail
Student1101,ID01101,Male,6,7,7,8,8,7,8,7,Pass
Student1102,ID01102,Female,8,7,6,6,6,7,9,6,Pass
Student1103,ID01103,Female,7,9,9,9,7,8,0,9,Fail
Student1104,ID01104,Male,9,7,0,9,7,8,7,7,Fail
Student1105,ID01105,Male,9,7,6,7,9,0,7,6,Fail
Student1106,ID01106,Female,8,9,9,8,7,6,8,7,Pass
Student1107,ID01107,Male,8,7,6,6,8,8,7,9,Pass
Student1108,ID01108,Male,9,7,8,6,6,8,9,6,Pass
Student1109,ID01109,Male,6,9,7,7,8,6,9,7,Pass
Student1110,ID01110,Male,9,7,7,9,8,9,7,9,Pass
Student1111,ID01111,Female,7,0,0,8,6,8,6,6,Fail
Student1112,ID01112,Female,9,6,8,8,6,9,9,6,Pass
Student1113,ID01113,Male,0,8,6,7,7,9,6,8,Fail
Student1114,ID01114,Female,8,6,8,9,7,7,6,8,Pass
Student1115,ID01115,Female,9,8,6,7,7,0,7,6,Fail
Student1116,ID01116,Female,8,8,6,7,7,9,9,8,Pass
Student1117,ID01117,Female,9,6,8,9,7,7,9,7,Pass
Student1118,ID01118,Male,7,6,6,9,7,6,7,0,Fail
Student1119,ID01119,Male,8,8,8,8,7,9,6,6,Pass
Student1120,ID01120,Male,7,9,7,9,7,9,7,6,Pass
Student1121,ID01121,Male,9,8,9,7,9,8,8,6,Pass
Student1122,ID01122,Female,8,6,8,9,0,8,9,6,Fail
Student1123,ID01123,Male,0,8,9,9,9,9,8,9,Fail
Student1124,ID01124,Male,6,8,9,9,0,6,9,8,Fail
Student1125,ID01125,Male,7,7,8,6,6,0,6,7,Fail
Student1126,ID01126,Female,9,7,8,6,8,8,6,0,Fail
Student1127,ID01127,Male,7,0,9,9,8,8,0,7,Fail
Student1128,ID01128,Male,8,6,8,7,8,6,9,8,Pass
Student1129,ID01129,Male,0,9,8,6,6,7,9,9,Fail
Student1130,ID01130,Male,9,9,8,8,7,9,6,9,Pass
Student1131,ID01131,Female,8,0,6,6,7,8,8,7,Fail
Student1132,ID01132,Male,7,9,7,8,9,7,9,7,Pass
Student1133,ID01133,Female,8,6,8,0,9,7,9,6,Fail
Student1134,ID01134,Female,6,8,6,8,9,6,8,9,Pass
Student1135,ID01135,Male,7,6,9,9,7,6,7,9,Pass
Student1136,ID01136,Female,7,8,8,9,9,6,9,8,Pass
Student1137,ID01137,Female,7,9,6,8,9,6,7,9,Pass
Student1138,ID01138,Male,8,7,9,0,8,9,9,7,Fail
Student1139,ID01139,Male,8,6,0,6,8,7,8,8,Fail
Student1140,ID01140,Female,9,7,6,8,6,6,8,6,Pass
Student1141,ID01141,Female,0,9,7,9,9,6,6,8,Fail
Student1142,ID01142,Female,9,9,7,8,9,8,6,0,Fail
Student1143,ID01143,Male,6,9,9,8,8,6,7,0,Fail
Student1144,ID01144,Female,8,0,9,8,6,9,6,7,Fail
Student1145,ID01145,Male,8,9,9,8,9,6,6,9,Pass
Student1146,ID01146,Male,9,0,7,7,7,7,8,8,Fail
Student1147,ID01147,Female,8,6,8,8,8,8,6,7,Pass
Student1148,ID01148,Male,7,8,8,6,9,6,8,9,Pass
Student1149,ID01149,Female,9,6,9,8,6,6,7,6,Pass
Student1150,ID01150,Female,8,7,7,7,0,8,8,8,Fail
Student1151,ID01151,Female,8,7,8,8,9,7,8,7,Pass
Student1152,ID01152,Male,6,6,9,6,7,8,0,8,Fail
Student1153,ID01153,Male,7,7,9,9,7,7,8,6,Pass
Student1154,ID01154,Male,7,7,9,7,6,7,9,7,Pass
Student1155,ID01155,Male,9,8,9,8,6,7,8,8,Pass
Student1156,ID01156,Male,7,6,7,8,6,7,7,7,Pass
Student1157,ID01157,Female,9,9,6,9,9,8,8,6,Pass
Student1158,ID01158,Female,8,7,7,8,7,7,7,8,Pass
Student1159,ID01159,Male,6,6,8,9,7,6,9,9,Pass
Student1160,ID01160,Male,8,6,6,6,6,8,9,7,Pass
Student1161,ID01161,Female,0,9,9,6,8,7,8,7,Fail
Student1162,ID01162,Female,8,6,8,8,6,7,9,9,Pass
Student1163,ID01163,Female,6,6,0,7,8,6,6,6,Fail
Student1164,ID01164,Male,9,7,7,7,7,6,9,8,Pass
Student1165,ID01165,Male,6,7,8,0,8,6,7,7,Fail
Student1166,ID01166,Male,9,7,7,7,9,6,7,9,Pass
Student1167,ID01167,Female,7,6,7,8,7,8,8,7,Pass
Student1168,ID01168,Female,9,7,0,7,8,7,0,8,Fail
Student1169,ID01169,Female,9,6,9,9,9,7,7,6,Pass
Student1170,ID01170,Female,6,6,7,8,6,7,6,7,Pass
Student1171,ID01171,Female,9,6,8,9,8,7,0,8,Fail
Student1172,ID01172,Male,6,9,9,0,7,9,7,6,Fail
Student1173,ID01173,Female,8,7,7,9,7,7,7,8,Pass
Student1174,ID01174,Female,9,8,7,6,8,7,7,7,Pass
Student1175,ID01175,Male,9,8,8,8,9,8,8,8,Pass
Student1176,ID01176,Male,8,6,0,6,7,8,6,6,Fail
Student1177,ID01177,Male,7,8,7,6,9,6,7,7,Pass
Student1178,ID01178,Male,9,6,9,8,6,8,9,0,Fail
Student1179,ID01179,Male,6,8,6,8,7,9,9,6,Pass
Student1180,ID01180,Male,9,9,8,6,9,6,6,6,Pass
Student1181,ID01181,Female,8,9,8,6,8,8,0,8,Fail
Student1182,ID01182,Female,6,6,7,6,7,6,9,7,Pass
Student1183,ID01183,Female,7,9,9,7,7,6,6,9,Pass
Student1184,ID01184,Female,9,8,7,9,8,8,7,7,Pass
Student1185,ID01185,Female,7,7,9,0,9,6,8,7,Fail
Student1186,ID01186,Male,6,7,7,9,8,8,6,7,Pass
Student1187,ID01187,Male,9,8,6,6,0,6,9,6,Fail
Student1188,ID01188,Female,9,7,9,7,8,7,9,9,Pass
Student1189,ID01189,Female,9,7,9,7,9,7,6,7,Pass
Student1190,ID01190,Male,8,6,6,7,8,6,6,8,Pass
Student1191,ID01191,Male,9,7,9,6,7,7,9,7,Pass
Student1192,ID01192,Female,7,9,9,8,8,7,9,9,Pass
Student1193,ID01193,Female,0,8,9,0,9,6,6,9,Fail
Student1194,ID01194,Female,8,8,8,9,7,9,6,8,Pass
Student1195,ID01195,Male,6,6,9,8,6,8,7,9,Pass
Student1196,ID01196,Male,9,6,9,8,6,9,7,9,Pass
Student1197,ID01197,Male,7,8,6,7,8,6,6,8,Pass
Student1198,ID01198,Male,0,8,7,8,6,8,7,6,Fail
Student1199,ID01199,Female,9,6,9,7,8,9,8,9,Pass
Student1200,ID01200,Male,9,8,6,7,9,0,6,6,Fail
Student1201,ID01201,Female,9,6,9,9,6,7,8,8,Pass
Student1202,ID01202,Male,9,6,8,8,9,0,9,8,Fail
Student1203,ID01203,Male,6,9,8,9,8,8,6,8,Pass
Student1204,ID01204,Female,8,7,7,6,6,7,9,9,Pass
Student1205,ID01205,Female,6,7,6,7,6,7,8,9,Pass
Student1206,ID01206,Male,8,8,8,7,7,7,8,8,Pass
Student1207,ID01207,Female,9,9,6,8,7,7,7,7,Pass
Student1208,ID01208,Female,9,7,9,6,6,9,0,8,Fail
Student1209,ID01209,Male,6,9,8,9,9,7,8,0,Fail
Student1210,ID01210,Female,6,7,0,9,6,0,9,9,Fail
Student1211,ID01211,Male,6,6,8,6,8,9,7,6,Pass
Student1212,ID01212,Female,0,7,8,8,9,8,6,9,Fail
Student1213,ID01213,Female,9,8,7,0,9,7,8,7,Fail
Student1214,ID01214,Female,7,6,6,7,7,0,7,9,Fail
Student1215,ID01215,Male,6,7,8,6,0,6,7,9,Fail
Student1216,ID01216,Male,6,6,9,0,8,9,7,7,Fail
Student1217,ID01217,Female,6,6,6,7,9,7,9,6,Pass
Student1218,ID01218,Male,7,8,0,8,9,6,7,6,Fail
Student1219,ID01219,Male,9,8,6,9,6,0,7,7,Fail
Student1220,ID01220,Female,8,9,6,6,6,6,7,7,Pass
Student1221,ID01221,Male,7,0,8,9,6,8,0,6,Fail
Student1222,ID01222,Male,6,9,8,0,6,7,6,8,Fail
Student1223,ID01223,Female,0,9,7,8,0,9,9,9,Fail
Student1224,ID01224,Male,8,7,8,9,6,7,6,7,Pass
Student1225,ID01225,Male,7,7,7,6,8,9,7,8,Pass
Student1226,ID01226,Female,6,9,9,6,6,6,7,9,Pass
Student1227,ID01227,Female,8,0,9,7,9,7,7,8,Fail
Student1228,ID01228,Female,7,6,9,8,6,8,8,0,Fail
Student1229,ID01229,Female,7,7,9,8,8,6,7,9,Pass
Student1230,ID01230,Male,6,6,7,7,8,6,8,8,Pass
Student1231,ID01231,Female,6,9,8,6,9,0,8,9,Fail
Student1232,ID01232,Male,6,0,9,7,9,6,9,7,Fail
Student1233,ID01233,Female,9,7,6,7,0,8,8,0,Fail
Student1234,ID01234,Male,7,6,7,7,6,6,0,7,Fail
Student1235,ID01235,Female,8,8,9,7,8,6,8,8,Pass
Student1236,ID01236,Female,7,7,0,8,8,8,8,0,Fail
Student1237,ID01237,Female,6,6,7,6,6,6,8,6,Pass
Student1238,ID01238,Male,6,7,9,9,7,8,7,7,Pass
Student1239,ID01239,Male,8,8,9,0,0,9,9,8,Fail
Student1240,ID01240,Female,8,7,6,9,8,6,7,7,Pass
Student1241,ID01241,Male,6,6,6,6,6,9,8,6,Pass
Student1242,ID01242,Male,8,6,7,7,6,9,7,8,Pass
Student1243,ID01243,Male,9,9,7,9,9,8,8,8,Pass
Student1244,ID01244,Male,6,7,6,0,8,9,7,9,Fail
Student1245,ID01245,Male,9,6,9,6,8,9,6,6,Pass
Student1246,ID01246,Male,9,7,6,7,9,8,0,9,Fail
Student1247,ID01247,Female,9,7,8,6,9,8,9,8,Pass
Student1248,ID01248,Male,7,8,6,6,8,8,0,7,Fail
Student1249,ID01249,Female,6,8,9,7,6,9,8,6,Pass
Student1250,ID01250,Female,7,9,9,8,9,9,6,8,Pass
Student1251,ID01251,Female,9,7,0,7,9,9,6,9,Fail
Student1252,ID01252,Female,9,6,9,7,7,9,9,6,Pass
Student1253,ID01253,Female,9,9,6,7,8,8,8,7,Pass
Student1254,ID01254,Female,6,8,7,9,6,8,8,7,Pass
Student1255,ID01255,Female,9,7,7,6,8,8,0,8,Fail
Student1256,ID01256,Male,8,7,6,7,9,9,7,8,Pass
Student1257,ID01257,Female,9,9,8,6,7,8,8,9,Pass
Student1258,ID01258,Male,6,9,8,6,0,9,7,8,Fail
Student1259,ID01259,Male,6,6,8,8,7,7,7,7,Pass
Student1260,ID01260,Male,9,6,9,7,7,7,6,8,Pass
Student1261,ID01261,Female,7,8,7,8,7,8,9,8,Pass
Student1262,ID01262,Female,8,7,7,9,8,6,0,7,Fail
Student1263,ID01263,Male,7,7,8,6,9,9,6,9,Pass
Student1264,ID01264,Female,8,6,9,8,6,9,7,7,Pass
Student1265,ID01265,Female,9,0,6,8,6,7,9,9,Fail
Student1266,ID01266,Female,7,7,8,8,7,6,6,7,Pass
Student1267,ID01267,Female,0,7,0,9,7,6,8,7,Fail
Student1268,ID01268,Female,8,6,9,6,7,0,6,6,Fail
Student1269,ID01269,Female,6,8,8,0,9,7,7,8,Fail
Student1270,ID01270,Male,9,8,7,9,6,7,9,8,Pass
Student1271,ID01271,Female,9,6,8,6,9,7,7,7,Pass
Student1272,ID01272,Female,7,9,7,6,9,9,6,8,Pass
Student1273,ID01273,Female,6,8,6,7,9,9,6,8,Pass
Student1274,ID01274,Female,8,8,8,7,7,6,9,7,Pass
Student1275,ID01275,Female,6,7,8,9,8,8,6,7,Pass
Student1276,ID01276,Male,8,6,7,8,7,6,6,6,Pass
Student1277,ID01277,Female,8,8,7,7,9,7,9,9,Pass
Student1278,ID01278,Female,6,6,9,9,6,8,9,7,Pass
Student1279,ID01279,Female,7,9,6,9,8,6,9,6,Pass
Student1280,ID01280,Male,6,8,9,7,8,6,6,6,Pass
Student1281,ID01281,Female,8,8,8,6,0,9,6,7,Fail
Student1282,ID01282,Female,8,6,6,7,9,8,8,7,Pass
Student1283,ID01283,Female,7,6,6,6,7,8,9,6,Pass
Student1284,ID01284,Male,9,8,7,9,7,9,9,7,Pass
Student1285,ID01285,Female,0,6,8,9,9,8,0,7,Fail
Student1286,ID01286,Female,6,6,8,8,7,9,9,6,Pass
Student1287,ID01287,Female,8,6,9,0,8,9,6,9,Fail
Student1288,ID01288,Female,6,9,6,9,7,7,7,8,Pass
Student1289,ID01289,Female,7,8,9,7,8,6,6,7,Pass
Student1290,ID01290,Female,9,7,7,7,0,8,7,6,Fail
Student1291,ID01291,Female,0,7,7,8,7,7,7,6,Fail
Student1292,ID01292,Male,7,8,6,0,9,8,6,9,Fail
Student1293,ID01293,Female,6,8,8,8,6,9,7,8,Pass
Student1294,ID01294,Female,0,0,9,8,9,6,6,6,Fail
Student1295,ID01295,Male,8,0,7,6,6,9,9,9,Fail
Student1296,ID01296,Female,6,7,9,7,8,8,0,8,Fail
Student1297,ID01297,Female,7,6,6,0,6,6,9,8,Fail
Student1298,ID01298,Male,9,6,8,9,8,8,6,7,Pass
